case_number,species,nez_taille_oeil,nez_longueur_museau,nez_largeur_museau,nez_epaisseur,gueule_taille_dent,gueule_ecart_machoire,aileronHaut_longueur,aileronHaut_largeur,tronc_longueur,tronc_epaisseur,tronc_largeur,aileronBas_longueur,aileronBas_largeur,queue_taille_aileron,queue_longueur,aileronArriere_longueur,aileronArriere_largeur,bas_longueur,bas_epaisseur,bas_largeur
1989.11.22,white shark,8.1,12.53,10.11,9.98,1.97,41.89,19.02,4.72,5.32,1.11,5.09,7.65,9.36,13.09,28.88,3.51,1.65,4.15,4.17,4.96
1989.11.18,white shark,3.8,11.67,6.2,4.58,3.66,45.77,5.28,7.19,3.84,4.22,6.38,15.02,4.15,12.86,9.93,2.2,2.25,7.71,4.76,2.27
1989.10.22,white shark,5.32,13.94,7.44,11.0,4.12,42.75,5.0,4.41,8.3,5.69,3.03,16.67,2.6,16.27,28.04,2.04,2.81,2.09,3.2,3.08
1989.10.01,white shark,2.58,12.37,12.15,5.37,3.47,29.92,5.28,3.52,2.64,3.54,7.36,12.9,6.93,9.58,28.82,1.57,3.12,6.38,5.41,2.25
1989.09.17,white shark,5.2,11.68,12.53,13.98,1.76,85.3,10.48,3.4,6.47,7.51,2.7,6.07,9.71,5.11,21.39,1.93,3.93,7.17,3.42,7.07
1989.09.10,white shark,1.33,10.16,12.96,4.04,3.26,48.22,16.42,5.0,3.19,2.9,4.33,15.27,7.52,8.76,12.47,5.53,3.04,9.97,4.89,5.76
1989.09.09.b,white shark,3.93,12.63,7.64,12.47,5.0,73.89,5.53,2.02,4.85,2.7,2.61,10.63,3.18,7.98,22.37,5.57,1.48,9.59,1.83,3.54
1989.09.09.a,sandbar shark,7.39,12.39,8.05,7.39,4.91,35.88,14.69,7.48,5.35,1.99,6.71,12.24,9.43,11.31,23.02,2.9,3.17,6.04,1.42,5.32
1989.09.03,blue shark,3.84,7.91,12.74,2.22,2.6,44.03,7.84,6.74,3.1,7.36,7.7,14.42,9.02,14.76,25.08,3.81,2.29,7.38,2.2,4.83
1989.08.29,grey nurse shark,9.01,6.44,10.32,7.83,4.98,97.1,11.79,6.97,9.96,1.52,4.15,9.38,9.48,16.46,5.24,5.18,3.33,7.76,2.81,4.42
1989.08.22.a,white shark,9.75,5.5,13.68,6.13,2.65,38.9,13.0,2.98,4.9,2.49,3.46,7.85,6.15,14.67,13.76,2.54,1.92,9.51,1.99,6.17
1989.08.13,bronze whaler shark,8.08,14.96,14.6,5.89,2.37,56.05,19.15,2.53,5.12,2.22,9.22,18.82,7.61,10.54,12.47,5.95,3.62,5.56,1.31,4.09
1989.08.06.R,white shark,4.06,11.89,2.01,11.38,4.77,96.61,14.02,9.38,4.68,7.47,5.94,17.8,6.71,13.36,28.64,4.71,3.35,7.52,3.86,3.89
1989.07.20,white shark,4.25,8.85,10.42,6.91,1.46,67.4,7.92,6.51,3.12,4.15,4.76,13.09,8.8,15.81,11.37,4.8,2.75,7.2,1.25,6.22
1989.06.17,sandtiger shark,4.46,11.81,7.86,7.11,2.48,80.42,8.64,5.31,6.23,2.37,7.11,6.17,6.87,16.47,12.0,4.95,2.28,7.91,1.86,6.0
1989.06.06,white shark,5.47,12.51,2.12,10.36,1.55,22.4,9.6,4.44,6.8,3.92,2.89,17.55,6.73,7.67,18.94,1.73,3.53,5.59,3.68,4.01
1989.06.05,white shark,3.17,10.48,7.48,5.89,3.34,49.86,6.96,4.05,8.79,2.35,5.9,18.29,5.86,16.11,7.07,1.36,1.46,2.39,1.48,3.42
1989.06.03,white shark,3.01,11.59,10.95,2.29,2.29,69.49,8.73,2.2,6.97,6.1,3.71,6.86,7.45,10.72,16.96,3.8,2.35,4.39,3.48,4.67
1989.04.12,white shark,9.14,13.05,3.76,2.45,4.18,76.24,9.44,3.4,4.46,2.65,6.89,17.72,4.0,7.45,21.48,3.67,3.76,8.43,4.1,5.96
1989.04.09,white shark,8.76,13.6,2.16,10.93,4.44,91.95,12.79,5.49,2.05,5.81,6.69,6.62,6.75,15.9,25.36,1.02,2.67,7.25,2.73,7.89
1989.03.09,white shark,3.13,10.38,10.16,2.03,1.34,46.24,16.91,2.06,3.47,2.53,7.28,11.91,4.42,7.82,5.41,3.26,2.72,3.28,1.79,7.19
1989.03.04,tiger shark,5.87,12.73,11.35,3.16,1.57,55.24,13.51,9.63,8.34,5.38,4.78,13.06,6.44,11.76,18.92,2.96,1.41,5.98,5.32,7.55
1989.02.02,white shark,7.27,5.38,13.17,8.99,2.05,35.6,6.9,2.62,8.57,1.68,7.19,9.48,4.74,10.97,15.98,5.33,2.16,6.3,2.38,2.76
1989.01.26.a,white shark,4.76,11.16,6.73,12.62,3.04,48.23,17.68,4.12,8.98,5.13,8.77,14.48,6.74,12.79,30.0,1.41,1.1,6.55,5.5,4.91
1989.01.20.b,hammerhead shark,5.28,14.69,11.02,10.78,2.77,41.27,8.29,5.32,7.97,6.79,8.17,14.87,3.35,5.82,27.54,2.54,3.53,4.78,3.25,6.07
1989.01.03,tiger shark,5.98,8.62,2.27,9.24,4.57,85.3,8.36,2.92,2.47,7.04,6.43,12.41,5.42,10.86,23.41,3.34,3.18,7.13,4.11,6.22
1989.00.00.b,silvertip shark,2.09,5.96,12.68,6.65,4.72,59.45,18.45,8.24,9.53,3.65,7.84,19.88,5.15,10.58,15.04,1.52,3.9,7.31,4.09,7.27
1988.12.15,white shark,3.01,11.67,8.86,9.34,3.88,28.37,7.96,5.38,7.23,1.19,7.68,8.4,6.77,11.12,27.84,2.66,1.29,2.56,4.46,6.15
1988.10.23,white shark,7.98,7.27,10.9,10.51,3.86,79.12,19.19,3.37,5.34,2.63,7.29,8.04,9.1,10.96,16.76,3.94,2.63,2.98,2.65,2.29
1988.09.13.a,bull shark,7.6,10.96,10.93,4.88,4.38,69.95,14.94,6.04,8.6,6.75,6.49,18.34,6.94,14.03,28.48,4.83,3.83,5.34,3.88,2.48
1988.08.22.b,tiger shark,4.35,5.55,10.18,12.28,2.62,86.34,12.0,2.44,8.08,1.66,3.25,14.65,8.77,14.83,13.2,5.5,3.62,8.83,5.26,7.47
1988.08.11,white shark,8.21,9.57,14.07,10.38,2.38,54.95,14.63,8.24,9.42,1.86,2.39,9.05,4.63,18.02,9.99,1.73,1.73,3.29,5.3,2.94
1988.07.19,caribbean reef shark,5.0,8.91,7.64,1.19,3.46,78.73,7.69,9.87,7.48,2.68,2.32,6.67,4.12,15.64,25.06,4.45,1.36,4.79,2.04,2.94
1988.07.17,caribbean reef shark,7.09,5.6,3.38,10.18,1.64,97.0,8.64,3.72,7.94,4.81,9.98,10.78,3.1,16.27,10.84,1.39,3.18,7.47,4.95,7.47
1988.06.19,white shark,2.19,10.05,13.8,14.54,4.87,69.97,18.56,7.44,4.87,5.75,5.39,19.73,9.98,7.19,29.97,1.93,1.32,2.56,3.32,6.98
1988.06.16,sandtiger shark,4.38,6.19,7.36,10.82,4.63,83.74,9.23,2.44,8.68,7.65,3.72,12.85,3.03,9.01,5.23,1.24,3.23,5.57,4.55,5.37
1988.06.09,sand shark,3.58,9.7,3.92,11.23,3.12,90.41,18.71,2.02,4.66,5.89,8.82,16.56,5.82,12.72,16.15,1.57,3.32,6.42,5.99,4.73
1988.04.24,white shark,5.03,7.54,6.64,6.4,3.03,97.97,11.1,5.81,6.25,1.25,6.19,6.56,7.84,13.61,16.58,2.35,2.33,3.5,4.25,6.02
1988.02.15,raggedtooth shark,6.35,8.12,8.19,1.25,1.52,88.4,7.75,6.72,5.95,1.59,4.44,16.61,2.98,13.27,19.45,5.99,3.32,8.96,2.59,7.0
1988.02.14,grey shark,1.35,14.57,4.42,11.41,4.1,95.49,14.28,5.1,4.55,7.83,2.36,18.27,8.6,19.35,21.13,4.0,1.94,3.18,1.79,5.77
1988.02.13,zambezi shark,4.91,13.02,14.94,14.41,3.08,32.39,17.16,4.89,2.86,4.1,7.45,9.93,7.32,14.55,25.66,3.89,3.45,3.56,3.0,2.16
1988.02.12,mako shark,8.27,11.57,2.13,6.41,3.25,75.47,9.67,8.56,7.64,6.94,8.5,12.98,8.05,19.65,5.9,2.0,3.25,5.51,1.6,6.29
1988.02.02,tiger shark,2.66,6.31,14.71,7.44,4.19,55.76,5.08,2.89,8.37,4.94,6.96,9.68,6.18,9.26,27.86,5.97,2.87,8.69,3.02,6.8
1988.01.14,mako shark,1.42,6.71,5.82,4.4,4.24,94.19,15.65,8.74,5.72,6.58,5.05,7.02,4.74,13.08,20.26,5.63,2.19,6.01,4.02,5.92
1988.01.06,copper shark,4.14,12.48,10.56,10.98,3.77,79.32,17.62,4.85,9.18,5.19,3.08,19.32,5.48,13.02,7.36,1.37,3.49,8.06,2.59,4.38
1988.00.00.c,wobbegong shark,7.81,9.75,8.81,8.88,3.47,55.95,18.56,6.73,6.33,5.09,6.66,9.82,5.89,14.73,28.93,1.08,2.22,7.26,3.26,5.45
1987.12.17,blacktip shark,3.01,12.38,9.13,4.04,2.35,84.38,16.48,9.81,2.16,1.09,2.9,17.32,4.61,19.82,9.7,4.49,3.22,4.53,5.06,3.99
1987.10.11,white shark,4.02,14.37,9.38,11.22,4.66,47.6,6.33,4.5,5.71,6.34,7.73,17.5,9.13,7.79,10.54,4.81,2.66,8.4,1.58,3.47
1987.09.18,white shark,6.24,14.12,8.53,8.55,1.92,34.17,6.37,6.06,8.19,4.84,3.81,18.18,9.97,11.4,17.99,3.69,2.8,5.22,2.0,7.96
1987.09.13,white shark,3.13,7.7,6.81,3.23,1.64,97.03,18.85,3.91,9.16,1.88,4.78,7.61,5.26,5.94,10.81,2.57,1.18,9.43,1.44,3.2
1987.08.15,white shark,7.42,13.62,12.17,10.39,4.59,71.11,9.82,9.55,2.53,1.63,7.94,15.32,2.18,14.77,27.24,3.77,1.02,8.06,3.16,3.73
1987.06.13,blacktip shark,7.86,11.16,5.14,13.0,4.12,66.53,6.56,4.01,2.03,2.62,2.3,18.41,4.37,8.91,14.57,1.75,2.92,8.44,4.68,5.57
1987.03.30.b,bronze whaler shark,2.46,7.13,9.13,14.16,4.7,79.21,13.72,8.39,9.5,4.0,9.69,14.58,7.06,5.59,28.38,4.02,3.04,3.96,4.85,3.7
1987.03.30.a,white shark,4.88,14.92,3.44,3.68,3.5,48.16,16.33,6.97,9.08,4.77,7.13,19.79,8.86,6.1,16.04,3.84,3.46,4.96,1.44,2.13
1987.02.28,spinner shark,7.03,9.7,5.63,10.05,2.79,73.03,18.86,5.25,5.36,3.76,9.36,16.79,2.59,17.32,12.6,4.98,3.68,7.56,1.51,2.35
1987.01.28,white shark,9.56,10.44,7.63,14.05,3.45,91.16,18.13,8.27,4.73,3.81,2.32,15.93,6.98,13.51,16.04,4.2,1.23,9.18,5.22,2.69
1987.00.00.a,white shark,6.27,14.24,5.54,11.64,3.81,32.9,17.32,2.74,4.21,6.28,7.89,19.39,2.04,11.52,18.68,2.42,3.43,5.95,5.42,4.15
1986.12.31,raggedtooth shark,4.89,13.63,5.04,9.28,4.97,99.38,8.12,5.41,2.32,7.83,5.08,19.09,6.13,12.68,21.65,2.55,3.79,2.65,1.51,3.34
1986.12.22,white shark,7.25,12.7,9.76,3.6,5.0,96.71,12.42,5.57,5.3,5.1,6.86,6.39,2.37,9.57,21.16,1.0,2.88,6.91,1.96,7.54
1986.12.11,blacktip shark,1.13,10.52,5.36,12.41,1.98,66.75,5.19,7.53,5.71,3.66,7.35,13.24,2.42,9.26,10.81,1.5,2.17,8.41,5.51,7.54
1986.12.06.a,white shark,5.69,7.95,14.53,14.41,2.62,22.55,15.07,4.17,9.56,3.19,4.81,11.58,5.42,11.43,25.82,3.52,3.81,3.15,1.17,5.51
1986.12.00,tiger shark,6.01,8.5,5.61,12.94,4.47,45.07,5.41,2.53,8.17,1.25,5.83,14.89,2.24,8.52,27.39,4.98,2.86,4.93,5.64,6.66
1986.10.17,raggedtooth shark,4.06,11.05,7.11,1.09,1.81,96.05,7.34,3.57,4.16,7.1,3.33,8.69,6.52,7.9,7.13,2.3,3.84,7.0,2.78,2.51
1986.10.03,lemon shark,2.27,11.87,14.73,6.39,3.23,52.01,17.93,5.74,8.04,6.41,7.16,12.09,9.28,9.75,22.96,3.24,2.14,6.04,4.07,2.74
1986.10.00,bull shark,1.52,7.29,8.67,10.95,2.04,52.66,15.44,5.92,4.53,5.52,2.13,19.92,8.58,14.72,5.13,4.36,1.54,7.86,5.3,5.66
1986.08.03,wobbegong shark,5.15,8.49,5.26,5.51,1.88,65.67,11.69,6.37,3.39,7.77,8.01,7.02,5.62,13.37,19.07,1.27,3.22,6.13,5.09,6.39
1986.07.26,white shark,2.71,7.52,9.27,8.92,4.21,48.17,13.72,8.03,2.29,1.51,2.12,6.82,2.32,18.46,14.28,3.77,3.93,6.65,2.66,2.55
1986.07.00.a,dusky shark,4.63,12.87,12.79,3.1,2.35,67.18,9.9,2.66,6.81,1.84,8.48,17.04,2.24,6.02,22.33,3.49,3.63,8.42,4.95,4.72
1986.05.18,wobbegong shark,4.91,8.4,13.94,1.85,2.44,53.71,14.43,4.74,7.98,5.0,2.07,6.22,2.35,19.19,28.58,4.59,3.2,8.76,2.7,3.09
1986.03.18,white shark,5.86,7.4,11.26,10.45,4.27,72.47,14.41,3.84,3.14,4.14,9.1,15.49,5.34,17.24,20.5,4.42,2.61,5.86,4.07,3.68
1986.02.18,white shark,3.16,6.95,10.17,5.48,4.53,72.28,15.12,2.09,8.67,2.46,5.69,5.8,4.65,19.97,19.44,4.51,2.07,3.32,3.39,2.76
1986.02.07,raggedtooth shark,9.31,10.68,9.71,10.66,1.8,68.82,12.3,6.08,8.47,7.47,5.2,15.5,6.39,17.64,12.85,3.91,1.96,2.21,2.85,3.24
1986.02.06,raggedtooth shark,2.11,6.6,10.24,6.94,4.76,91.52,17.86,6.48,9.03,7.1,2.23,17.53,6.9,8.6,19.48,5.93,2.99,6.31,4.01,4.7
1986.02.01,bronze whaler shark,5.41,7.73,11.93,10.57,4.2,59.77,10.19,5.68,9.93,4.04,3.34,8.21,4.68,14.67,22.8,1.99,3.25,3.54,3.09,5.95
1986.01.12,blacktip shark,9.65,6.62,12.65,13.52,4.44,22.1,15.77,9.56,8.84,3.61,2.48,19.75,3.56,8.89,5.65,5.25,2.83,4.21,5.26,4.96
1985.12.10,sandtiger shark,6.29,9.02,12.89,9.75,4.51,63.16,16.06,8.46,5.43,7.56,6.5,18.01,9.09,15.71,8.7,1.15,3.07,2.47,2.9,7.03
1985.11.05,white shark,2.37,14.69,2.13,5.32,1.96,86.41,5.53,9.68,4.14,6.94,8.95,17.69,3.22,19.03,26.6,1.42,3.55,4.71,1.63,3.25
1985.10.24,white shark,4.17,13.24,11.64,13.47,2.74,57.44,17.37,3.11,2.03,6.11,6.08,9.62,2.88,6.37,5.64,1.29,1.38,5.1,5.97,5.25
1985.10.22,sevengill shark,6.67,7.6,2.91,4.52,2.15,89.77,8.67,6.24,9.79,7.08,3.85,14.41,8.64,18.81,11.06,4.34,2.92,7.23,5.76,2.24
1985.10.18,tiger shark,2.85,12.76,5.19,10.01,4.76,94.52,7.42,4.25,2.59,5.98,3.48,6.44,7.6,13.37,12.37,1.03,2.11,5.13,4.57,7.87
1985.09.28,white shark,6.46,12.69,7.63,8.32,1.87,79.59,18.05,4.39,2.72,6.89,8.01,10.49,4.29,11.54,24.34,4.57,3.49,7.31,2.9,3.09
1985.09.08.a,silky shark,4.53,8.96,10.17,1.82,1.37,56.48,5.17,4.07,6.41,2.29,9.18,5.83,9.97,5.69,29.62,3.41,3.1,3.67,5.28,7.92
1985.07.25.b,hammerhead shark,9.51,7.66,9.13,5.79,4.42,32.16,19.99,3.75,7.83,5.16,3.66,15.46,3.62,7.17,11.49,1.23,3.01,8.53,1.02,3.16
1985.07.21,white shark,1.64,5.82,3.13,4.93,4.17,55.92,13.13,5.57,9.88,7.32,6.87,10.91,4.75,10.95,18.84,1.63,2.25,9.49,2.83,5.78
1985.07.19,tiger shark,7.58,12.19,2.19,4.61,4.44,30.57,8.86,6.23,6.79,7.31,8.27,16.72,2.64,19.22,5.62,2.81,3.86,2.73,3.72,3.37
1985.07.00,white shark,7.97,5.31,2.71,2.58,4.75,99.58,15.94,4.65,8.02,5.91,2.04,11.66,7.31,10.34,12.4,3.26,2.19,4.91,5.61,7.59
1985.03.03,white shark,5.55,14.43,11.05,3.22,4.32,56.79,12.78,9.74,2.98,2.72,9.52,5.19,7.92,19.49,13.84,2.03,3.89,3.75,4.99,2.2
1985.02.18,white shark,9.46,13.2,7.71,9.08,2.22,72.61,7.97,6.42,9.04,5.93,3.9,13.11,8.85,18.37,17.21,3.3,1.73,4.89,4.3,4.92
1985.01.27,raggedtooth shark,4.35,12.54,10.71,2.35,1.95,68.38,13.17,9.89,4.2,2.37,2.45,14.01,9.9,16.77,7.1,4.48,3.34,6.06,3.91,3.51
1985.01.17,white shark,9.1,7.51,4.99,3.63,4.07,98.54,10.82,4.66,6.12,7.62,9.93,7.07,8.24,7.88,29.32,3.76,2.15,8.66,5.45,7.04
1985.01.04,white shark,6.06,10.55,5.85,8.5,1.39,23.33,7.76,8.19,6.19,6.87,9.8,9.05,3.27,19.66,14.12,4.79,2.09,4.04,5.1,6.76
1985.01.00.b,tiger shark,5.71,11.64,6.26,13.02,2.68,77.43,15.97,8.67,3.57,6.85,8.4,10.9,5.47,15.23,28.32,3.67,3.17,7.85,2.48,2.01
1985.01.00.a,dusky shark,9.8,5.39,11.04,4.06,1.87,70.77,18.52,9.21,8.66,3.47,9.57,14.04,5.41,13.98,5.77,1.44,2.29,5.03,4.81,6.87
1985.00.00.a,bull shark,5.24,6.26,13.47,8.92,3.01,63.68,9.21,2.59,2.16,2.9,9.12,8.64,7.57,16.14,17.74,2.54,1.06,3.91,5.1,2.4
1984.12.03,white shark,9.68,12.75,5.9,2.45,3.36,69.28,16.94,2.56,5.39,7.27,8.74,9.98,3.67,8.03,10.82,5.16,2.75,6.2,5.83,3.01
1984.11.30,tiger shark,6.8,13.79,3.09,4.93,2.15,78.46,11.23,2.79,4.37,4.97,2.04,18.05,8.36,19.75,17.72,1.65,3.37,4.38,1.53,7.56
1984.10.14.a,blacktip shark,6.28,7.78,11.88,13.19,4.5,52.03,11.71,9.44,4.05,7.73,6.68,15.75,2.15,13.01,11.58,5.84,1.55,9.91,1.94,3.4
1984.09.30.b,white shark,4.99,12.37,2.63,6.61,2.97,51.31,6.3,5.53,3.98,1.46,2.68,18.55,4.09,15.55,26.43,4.03,1.72,8.48,2.23,4.43
1984.09.30.a,white shark,1.03,11.3,9.59,12.06,1.97,25.59,7.24,5.49,3.32,5.91,8.77,17.01,6.06,17.58,21.89,5.73,3.18,9.21,1.93,7.31
1984.09.22.a,hammerhead shark,5.86,5.15,5.97,9.95,3.4,83.14,19.6,8.11,7.42,5.11,6.92,11.72,6.68,15.84,9.77,5.75,3.19,2.41,5.08,7.83
1984.09.17,blue shark,2.77,6.15,11.75,6.34,1.9,24.15,5.52,6.14,4.9,3.1,7.35,5.18,4.3,17.94,24.7,5.6,2.49,9.19,1.11,5.0
1984.09.15,white shark,6.2,13.24,12.74,13.32,4.41,27.61,8.23,4.06,2.93,7.68,2.72,14.22,2.68,19.03,7.85,4.99,1.9,5.96,2.32,5.93
1984.09.11,white shark,5.17,7.51,8.8,4.1,2.4,34.59,16.1,4.14,3.29,7.65,3.66,10.32,7.23,16.47,10.88,1.49,2.2,9.96,4.54,4.21
1984.07.00.a,raggedtooth shark,6.68,13.21,7.37,1.09,2.17,77.8,7.48,4.83,5.6,5.87,7.44,14.63,7.84,11.26,29.49,3.83,3.65,7.64,2.93,5.16
1984.06.15,white shark,5.4,11.99,12.26,10.54,4.5,41.82,7.5,5.46,5.06,2.6,6.26,10.62,8.36,7.91,5.62,5.53,2.27,3.8,5.24,7.69
1984.06.03.b,hammerhead shark,7.28,12.98,6.17,13.07,2.71,97.11,16.99,9.78,3.51,1.57,3.49,16.41,3.93,8.58,5.76,3.81,1.34,9.3,2.61,7.33
1984.02.18,raggedtooth shark,6.23,9.93,14.99,7.89,2.16,42.78,12.21,5.57,2.84,2.7,6.52,12.53,2.26,12.35,25.61,5.83,3.26,9.35,4.04,3.08
1984.02.17,dusky shark,5.59,9.02,3.3,7.73,2.84,56.65,8.99,9.2,5.06,5.47,9.08,6.62,8.08,7.64,9.79,1.21,3.19,8.5,3.77,2.69
1984.02.11,whitetipped reef shark,2.4,11.09,13.37,12.68,3.56,99.4,9.36,5.79,2.13,7.2,7.07,15.97,3.52,14.78,10.65,4.28,3.35,5.05,5.01,6.13
1984.01.05,raggedtooth shark,8.45,7.86,6.91,13.85,2.26,93.86,8.02,5.36,6.92,7.42,7.86,14.63,9.65,6.89,7.56,2.77,1.57,7.57,4.98,2.45
1984.00.00.b,sevengill shark,6.08,7.99,2.82,14.17,1.94,88.91,18.94,2.42,2.91,3.33,5.66,11.93,9.39,7.69,9.92,5.65,3.68,4.72,5.46,5.59
1983.12.24,white shark,9.1,11.68,12.19,2.93,3.74,46.01,16.85,5.52,9.08,1.94,2.2,14.03,9.87,7.21,10.31,3.71,3.05,7.65,2.98,2.05
1983.12.21,raggedtooth shark,9.78,8.31,8.23,7.3,1.55,54.11,8.04,4.59,4.51,6.21,2.98,12.38,6.0,13.58,7.54,1.93,3.92,7.29,5.37,3.11
1983.11.10.R,tiger shark,2.59,11.27,6.36,7.05,4.99,60.84,18.22,5.8,3.11,1.21,9.12,8.4,9.53,17.65,9.52,1.78,2.09,5.55,1.94,3.72
1983.08.20.b,white shark,5.21,7.48,2.52,1.42,2.2,42.75,8.89,5.82,4.37,3.57,2.08,16.96,8.75,11.83,16.56,5.64,2.06,2.72,5.08,3.57
1983.08.20.a,white shark,8.32,6.59,13.57,7.45,2.05,62.14,8.98,2.07,5.02,5.54,2.34,17.12,8.26,13.01,21.88,5.66,1.97,6.46,1.96,3.42
1983.08.15,sand shark,8.98,14.92,7.84,5.68,4.22,23.91,13.58,8.56,2.92,5.29,8.0,5.28,5.34,15.68,8.71,4.22,2.8,4.3,4.32,5.56
1983.08.13.b,nurse shark,9.33,8.79,12.79,12.21,4.48,37.09,15.13,6.02,4.58,7.64,8.79,7.15,8.22,17.28,28.99,3.88,1.22,8.8,2.56,5.35
1983.08.13.a,bull shark,1.14,7.85,7.17,9.71,3.97,98.88,14.19,3.08,4.52,4.96,4.52,16.39,2.97,14.91,8.38,2.43,1.32,7.81,5.86,2.5
1983.07.26,tiger shark,4.97,9.5,11.04,10.96,2.65,90.34,7.81,8.09,8.07,7.86,6.9,12.45,7.77,17.49,12.2,4.37,1.84,5.54,5.44,7.2
1983.07.25.b,tiger shark,8.55,13.92,11.14,12.25,2.11,42.68,16.87,8.45,6.95,6.78,4.92,9.31,7.37,9.55,8.54,4.78,2.68,2.79,2.02,6.47
1983.07.25.a,tiger shark,8.84,12.4,3.23,10.32,2.4,55.91,8.99,8.74,7.09,6.04,8.61,10.1,4.95,12.25,24.34,5.4,1.57,6.24,2.19,2.62
1983.07.12.b,hammerhead shark,9.17,5.39,4.66,5.01,2.55,75.3,18.89,8.97,4.0,5.67,6.12,7.21,5.73,15.84,16.13,4.33,1.6,8.36,1.09,2.56
1983.06.15,blacktip shark,4.29,12.72,5.73,14.13,2.7,68.13,10.96,7.75,2.57,3.4,2.67,14.01,3.81,7.29,24.13,1.84,2.5,2.71,1.72,3.52
1983.06.00,caribbean reef shark,2.14,12.33,14.85,1.96,4.18,31.66,6.55,6.48,2.18,3.23,2.56,16.8,9.95,14.17,22.12,1.71,2.05,6.12,4.81,7.09
1983.04.12,raggedtooth shark,4.15,14.27,13.86,9.3,1.81,36.06,8.98,8.06,6.25,6.82,4.67,16.3,4.19,13.28,18.57,2.81,1.7,9.67,5.56,3.72
1983.03.30.a,zambezi shark,6.19,14.42,8.69,12.03,1.49,21.16,8.77,9.7,2.01,6.8,7.19,11.78,4.51,13.38,29.69,5.49,2.34,7.25,4.32,5.46
1983.03.22,spinner shark,4.75,8.25,8.19,11.51,1.61,92.04,17.31,3.06,4.89,6.53,9.56,9.72,5.58,19.51,18.01,5.18,3.84,7.67,3.59,5.97
1983.01.08,white shark,8.58,6.36,4.57,10.97,4.96,23.14,13.94,5.65,4.38,5.39,9.53,5.08,8.07,12.28,23.66,2.7,1.82,4.53,2.73,2.54
1983.00.00.b,blue shark,1.48,8.83,13.59,13.33,2.25,65.68,10.83,7.98,6.23,2.39,5.72,8.17,4.9,5.85,26.4,1.85,2.04,8.02,4.34,4.89
1982.09.30.a,white shark,6.78,10.74,3.54,2.18,1.36,23.72,10.07,6.75,4.06,1.48,2.39,5.57,9.33,14.18,13.96,1.76,1.06,2.45,1.06,2.48
1982.09.25,white shark,1.36,13.26,7.61,11.37,2.54,84.21,8.95,3.7,3.83,1.08,4.03,13.12,2.04,5.5,16.45,2.57,2.08,4.99,3.25,2.69
1982.09.19,white shark,7.34,6.36,3.93,2.17,4.62,46.04,16.32,5.22,8.38,3.94,3.72,16.55,3.98,16.87,22.63,4.11,2.8,9.01,4.38,2.01
1982.07.24.b,white shark,7.82,9.74,14.58,3.86,3.88,74.86,6.2,5.1,9.19,5.19,8.21,5.69,5.85,15.15,12.56,2.74,2.69,9.01,2.33,5.18
1982.07.24.a,white shark,9.65,13.74,11.17,12.37,4.08,35.93,8.12,9.56,9.4,7.39,7.25,14.79,2.63,17.54,5.6,5.21,3.97,3.5,3.52,3.21
1982.06.29,white shark,2.31,7.34,4.57,1.44,2.37,57.28,6.98,3.34,7.42,4.95,4.08,9.48,2.33,9.68,15.97,1.14,2.75,2.96,2.23,5.8
1982.06.26.a,lemon shark,2.52,8.91,10.47,8.8,5.09,57.22,12.05,6.53,2.74,3.63,6.56,19.07,7.8,16.56,25.84,3.85,1.27,8.81,1.5,4.67
1982.06.13,reef shark,3.11,7.74,5.35,7.01,3.71,65.61,19.64,4.22,2.42,4.39,4.6,12.81,7.54,14.12,14.68,3.86,3.23,7.52,5.44,5.38
1982.02.28,white shark,8.35,11.86,3.31,14.15,3.41,65.86,15.99,9.24,5.12,6.37,7.93,11.35,5.69,10.42,7.65,1.68,2.41,6.56,4.87,5.96
1982.02.07.a,white shark,2.92,9.31,11.77,3.21,2.76,54.1,14.38,5.15,3.14,7.32,7.57,16.03,3.26,8.51,25.49,5.23,1.29,9.46,2.72,5.18
1982.01.29,raggedtooth shark,2.79,9.07,9.98,12.49,3.72,80.04,15.48,6.54,7.86,7.43,8.2,7.4,6.08,16.55,8.42,2.09,3.45,4.14,2.99,2.98
1982.00.00.c,white shark,6.64,9.93,11.43,11.05,3.51,61.93,9.05,5.44,7.35,7.64,2.86,17.41,9.87,10.4,23.71,1.56,3.4,8.09,5.19,5.12
1982.00.00.b,white shark,3.43,11.26,9.55,13.07,2.09,38.67,12.18,9.29,2.23,3.99,6.4,18.85,6.52,11.26,13.13,5.48,3.55,8.06,4.83,6.97
1981.12.19,white shark,5.51,12.75,2.8,8.76,5.1,24.95,15.49,3.94,7.51,7.0,5.84,9.97,8.11,15.11,14.14,2.22,3.89,3.18,3.74,6.77
1981.12.13.a,tiger shark,3.44,10.9,7.2,10.41,1.35,96.24,11.38,9.81,3.6,7.08,9.67,16.71,5.64,8.54,25.13,4.69,1.41,8.87,2.59,5.95
1981.10.19.b,white shark,9.9,9.15,5.82,5.2,1.43,79.59,12.15,3.84,7.24,4.98,4.07,16.46,3.32,14.8,25.13,1.32,2.09,3.38,4.94,6.57
1981.09.15,hammerhead shark,8.49,10.9,13.73,5.76,3.41,99.2,8.12,6.18,5.33,1.74,3.81,6.4,2.34,9.11,5.37,4.23,1.34,3.0,1.79,4.21
